cbsa,cbsa_name,X000,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,total_workers,worker_to_jobloss_rate,cbsa_cbsaName
35440,"Newport, OR",1588,3.8,-0.3,-0.8,45.6,69.7,3.5,65.6,-14.9,12.5,-1.3,2.3,-25.7,11.7,38.5,63.1,96.6,281.8,822.4,55.3,58.7,19980,0.07948,"35440, Newport, OR"
40700,"Roseburg, OR",2018,23.5,-4.0,-0.5,90.8,270.0,0.3,-7.0,-80.7,34.8,1.6,13.0,-50.8,34.6,126.9,123.7,174.5,164.9,852.0,127.9,122.3,39260,0.0514,"40700, Roseburg, OR"
46380,"Ukiah, CA",2109,22.5,8.8,3.2,68.3,61.8,26.2,128.4,-36.7,30.4,19.2,36.3,6.8,0.0,30.3,325.2,14.6,249.2,785.9,186.8,141.9,32638,0.06462,"46380, Ukiah, CA"
47580,"Warner Robins, GA",1429,2.7,-5.3,-0.6,22.5,377.8,24.3,42.3,-33.3,50.0,41.2,43.7,-24.8,57.2,-174.1,-332.0,202.3,128.8,827.7,135.7,42.4,68798,0.02076,"47580, Warner Robins, GA"
10780,"Alexandria, LA",3293,35.6,113.0,20.8,603.3,321.3,84.8,16.8,161.2,156.0,70.4,80.6,-34.4,34.8,203.9,9.2,354.9,186.2,658.8,134.2,81.7,55034,0.05984,"10780, Alexandria, LA"
11020,"Altoona, PA",3376,4.1,20.5,9.5,197.8,329.1,89.2,243.2,89.3,72.3,40.3,-0.1,-26.3,22.0,324.1,137.1,625.1,169.5,732.7,247.7,48.8,52599,0.06418,"11020, Altoona, PA"
12300,"Augusta-Waterville, ME",1293,-6.0,0.2,0.7,55.1,99.4,51.1,21.1,20.1,61.2,24.6,24.8,12.4,9.8,-40.7,-303.3,279.4,135.3,613.2,66.4,168.3,54765,0.02361,"12300, Augusta-Waterville, ME"
18300,"Coos Bay, OR",1325,5.3,0.6,-0.4,48.7,84.6,5.3,9.5,-31.5,17.3,-1.7,3.5,-28.3,12.1,52.6,77.8,167.1,103.2,668.2,61.1,69.2,22821,0.05804,"18300, Coos Bay, OR"
18700,"Corvallis, OR",2016,6.5,-0.6,-0.4,71.6,183.6,9.6,20.2,-58.7,32.8,-3.5,9.7,-91.0,0.0,68.3,440.8,224.1,221.4,668.0,120.5,92.8,37414,0.05388,"18700, Corvallis, OR"
19300,"Daphne-Fairhope-Foley, AL",2768,9.5,36.4,-1.7,401.1,79.9,8.8,183.6,17.4,23.5,44.2,62.7,-31.8,24.4,164.0,563.9,231.0,116.7,567.1,214.6,52.9,85651,0.03232,"19300, Daphne-Fairhope-Foley, AL"
20780,"Edwards, CO",1366,3.9,19.4,-2.7,78.0,13.9,-1.1,71.6,-12.1,29.7,6.1,1.3,-10.1,-13.3,80.8,67.0,3.0,213.9,689.0,73.5,54.2,26708,0.05115,"20780, Edwards, CO"
22900,"Fort Smith, AR-OK",1172,5.6,210.7,5.1,23.3,26.8,61.0,-114.4,43.7,87.5,6.8,53.1,-11.2,43.2,16.3,-592.3,688.2,115.3,421.4,4.4,77.3,105892,0.01107,"22900, Fort Smith, AR-OK"
27900,"Joplin, MO",1518,-0.5,-10.3,6.0,21.0,286.2,78.1,169.8,-203.9,96.7,85.9,129.7,8.0,127.2,94.3,-431.3,170.6,166.4,546.8,121.2,55.8,75410,0.02013,"27900, Joplin, MO"
30340,"Lewiston-Auburn, ME",1130,-7.0,0.0,0.3,54.8,68.6,30.9,42.4,60.5,73.7,39.6,30.7,39.3,14.7,-110.5,-243.0,300.1,123.2,545.8,15.9,50.5,51167,0.02209,"30340, Lewiston-Auburn, ME"
30940,"London, KY",1777,4.5,101.8,-0.8,-19.1,183.9,3.0,-103.9,-45.3,49.3,-25.2,13.1,-15.3,11.0,527.4,128.5,297.9,-6.4,533.9,66.3,72.0,42887,0.04143,"30940, London, KY"
31180,"Lubbock, TX",3705,3.8,539.9,-17.9,531.3,196.8,-25.1,318.7,-272.4,141.6,-103.2,32.8,-214.6,48.4,77.5,372.4,579.2,336.0,671.8,456.7,31.4,142333,0.02603,"31180, Lubbock, TX"
36980,"Owensboro, KY",1823,3.9,51.8,-2.7,-34.2,296.9,19.3,-24.5,-22.3,51.0,-44.6,17.9,-6.9,15.0,232.2,125.4,290.7,-6.7,646.7,146.5,67.1,50793,0.03588,"36980, Owensboro, KY"
39060,"Pottsville, PA",3573,12.2,74.2,14.7,201.3,633.0,95.9,155.5,41.4,42.4,54.7,-0.2,-22.4,30.8,366.3,131.3,617.0,157.7,687.7,209.1,70.2,64409,0.05547,"39060, Pottsville, PA"
39660,"Rapid City, SD",238,-1.4,-35.7,0.6,-288.7,-3.6,21.6,-86.7,40.3,138.4,59.8,21.0,2.2,-1.2,-38.0,-418.9,221.2,86.2,628.7,-81.5,-26.6,63921,0.00372,"39660, Rapid City, SD"
40740,"Roswell, NM",1616,6.9,520.5,2.7,97.4,18.2,15.1,62.9,0.9,62.1,74.8,23.4,36.2,3.0,28.3,-11.3,182.3,25.4,361.3,70.2,35.2,25260,0.06396,"40740, Roswell, NM"
43760,"Sonora, CA",1866,7.8,8.5,5.5,67.4,48.3,16.2,97.5,-15.4,18.5,9.4,29.5,3.9,10.4,53.0,228.8,-0.1,438.8,548.9,150.2,138.5,25273,0.07382,"43760, Sonora, CA"
46180,"Tupelo, MS",1121,3.1,2.1,-7.1,1.6,662.1,8.9,78.4,-172.8,118.2,44.4,40.3,-36.0,18.0,-23.3,-292.8,339.5,38.3,240.0,15.8,42.3,60299,0.01859,"46180, Tupelo, MS"
46340,"Tyler, TX",1919,9.2,510.1,-5.8,320.9,174.7,-44.3,50.0,-220.7,85.5,-71.6,11.8,-179.4,19.8,-19.4,70.2,501.1,165.1,296.1,232.7,13.5,91345,0.02101,"46340, Tyler, TX"
49300,"Wooster, OH",2287,4.2,63.0,3.0,89.4,656.2,52.7,52.9,-21.5,20.0,-1.7,15.7,43.0,21.8,84.3,137.3,415.9,64.1,411.7,132.4,42.1,50111,0.04563,"49300, Wooster, OH"
10140,"Aberdeen, WA",873,4.4,-2.7,-0.7,-9.0,275.9,3.5,-89.9,60.7,-9.6,7.5,20.8,-46.9,15.4,42.8,-187.5,-100.9,183.3,452.3,109.6,143.4,29193,0.02989,"10140, Aberdeen, WA"
11500,"Anniston-Oxford, AL",1157,7.5,4.3,0.1,108.3,174.1,22.4,-16.9,-20.5,15.6,14.3,17.4,-14.6,9.2,124.7,317.4,121.0,21.0,156.1,73.6,21.7,41914,0.0276,"11500, Anniston-Oxford, AL"
14020,"Bloomington, IN",2012,3.7,9.4,-1.4,73.1,-53.1,17.0,92.7,-48.5,176.9,6.8,74.4,-4.3,-14.3,298.3,485.2,194.1,17.7,449.6,236.2,-1.3,62675,0.0321,"14020, Bloomington, IN"
16500,"Centralia, WA",937,9.8,-3.5,-1.0,-11.5,388.8,-7.8,-103.6,65.9,-7.6,2.0,20.5,-57.3,18.4,63.1,-245.2,-125.6,240.6,461.7,94.0,135.1,34452,0.0272,"16500, Centralia, WA"
17060,"Chillicothe, OH",1188,2.2,5.4,1.5,49.1,299.2,22.2,-6.0,-44.2,26.6,5.1,8.8,20.4,6.2,87.9,45.3,222.0,27.6,280.7,64.1,63.6,27801,0.04272,"17060, Chillicothe, OH"
17340,"Clearlake, CA",1355,13.4,12.1,8.0,45.4,28.6,12.1,77.0,-21.8,16.7,10.5,16.0,4.4,0.0,18.9,187.3,10.5,325.3,376.0,115.2,99.4,20416,0.06637,"17340, Clearlake, CA"
19760,"DeRidder, LA",989,14.9,35.1,4.3,261.2,177.1,20.4,0.3,46.4,34.6,25.5,23.7,-15.8,7.5,48.1,-9.5,38.9,43.1,175.2,28.9,29.2,14488,0.06828,"19760, DeRidder, LA"
20020,"Dothan, AL",1489,6.7,13.3,-2.3,193.0,51.9,38.6,20.2,-8.5,21.5,16.4,19.2,-7.4,17.7,118.3,378.4,271.2,29.0,224.5,91.7,-4.6,59246,0.02513,"20020, Dothan, AL"
22520,"Florence-Muscle Shoals, AL",1500,5.1,9.5,-1.3,250.5,49.5,28.6,55.9,-6.0,28.1,31.3,19.6,-15.5,11.8,128.7,375.7,183.5,34.0,201.2,78.4,32.1,55910,0.02684,"22520, Florence-Muscle Shoals, AL"
23860,"Georgetown, SC",693,-1.9,-0.4,-5.5,-7.8,113.3,-6.1,-100.1,-13.0,9.4,7.5,34.2,4.9,-0.4,40.1,-83.9,101.2,126.9,391.4,48.1,35.4,25984,0.02668,"23860, Georgetown, SC"
25620,"Hattiesburg, MS",566,8.0,79.4,-10.4,2.2,116.0,5.7,69.4,-132.3,72.0,36.7,39.8,-42.6,27.3,-2.0,-380.8,299.3,72.8,247.3,9.9,48.9,54103,0.01047,"25620, Hattiesburg, MS"
28060,"Kalispell, MT",708,5.4,17.9,-0.1,82.1,-85.6,20.1,86.8,-11.0,46.7,42.6,58.8,-105.8,2.1,236.2,55.9,-10.1,-43.5,341.3,-26.6,-5.5,42428,0.01668,"28060, Kalispell, MT"
29860,"Laurel, MS",476,10.5,158.2,-5.7,1.6,132.3,-2.3,26.9,-82.2,28.6,18.5,20.1,-21.6,13.0,-10.5,-227.3,254.5,23.9,103.2,2.9,31.7,32413,0.01469,"29860, Laurel, MS"
30380,"Lewistown, PA",1133,3.9,7.0,2.3,79.2,164.2,18.6,59.9,21.5,16.0,18.7,1.6,-5.6,5.8,63.7,61.1,203.8,45.1,270.4,73.6,21.7,20758,0.05456,"30380, Lewistown, PA"
31940,"Marinette, WI-MI",1497,5.6,0.1,1.2,34.7,368.3,35.9,43.4,-8.5,21.8,31.1,2.6,-4.7,0.4,33.0,71.2,175.9,113.8,431.4,64.9,74.7,29776,0.05026,"31940, Marinette, WI-MI"
32740,"Meadville, PA",2139,9.8,45.6,5.6,97.1,436.1,40.0,39.4,51.2,38.6,25.7,2.3,-23.2,0.0,149.0,103.5,362.8,72.4,480.9,167.6,34.9,34955,0.0612,"32740, Meadville, PA"
32940,"Meridian, MS",474,18.5,38.6,-6.3,1.3,108.3,-17.6,6.4,-73.7,53.8,32.6,27.1,-15.6,16.5,-22.9,-255.3,259.8,29.8,235.8,8.0,28.9,37144,0.01276,"32940, Meridian, MS"
35420,"New Philadelphia-Dover, OH",2099,5.5,175.0,2.2,86.8,482.5,37.6,10.9,-20.4,21.4,7.9,18.5,28.5,7.8,96.1,70.4,414.3,57.8,422.0,136.8,37.2,42315,0.0496,"35420, New Philadelphia-Dover, OH"
36700,"Orangeburg, SC",540,-3.8,-2.0,-7.5,-8.7,159.8,-4.9,-147.3,-61.5,24.9,14.8,18.3,1.9,0.0,52.1,-176.4,113.7,58.2,395.5,50.0,63.2,37333,0.01447,"36700, Orangeburg, SC"
38820,"Port Angeles, WA",817,9.4,2.7,-0.3,-9.6,174.2,13.8,-84.0,68.8,15.9,-0.1,21.6,-47.7,19.0,21.9,-169.1,-189.1,262.1,467.5,119.3,120.4,29935,0.02729,"38820, Port Angeles, WA"
39780,"Red Bluff, CA",1365,7.6,2.7,3.9,47.1,46.1,16.2,59.2,-31.3,26.2,12.5,21.5,-1.4,14.5,50.9,239.7,56.6,197.6,353.4,125.3,117.5,23958,0.05699,"39780, Red Bluff, CA"
40820,"Ruston, LA",1170,6.6,67.0,5.1,127.4,153.0,28.7,-2.9,40.6,54.8,31.3,58.1,-13.4,12.6,56.9,18.2,121.0,64.3,282.6,28.4,30.2,19128,0.06118,"40820, Ruston, LA"
41260,"St. Marys, PA",995,5.3,18.0,2.7,46.8,400.2,15.1,28.1,16.5,12.4,11.3,1.7,-11.9,3.7,36.8,24.7,142.6,21.6,144.9,62.9,11.6,16013,0.06214,"41260, St. Marys, PA"
42380,"Sayre, PA",1542,5.0,110.2,7.0,92.0,226.8,31.9,59.4,41.9,16.9,28.1,2.0,-20.9,13.4,131.3,49.7,273.6,49.7,314.8,84.1,24.7,27107,0.05687,"42380, Sayre, PA"
42860,"Seneca, SC",615,-0.5,-0.9,-15.7,-7.9,223.5,-2.5,-62.6,-15.7,2.7,16.4,22.4,2.5,-0.5,56.6,-112.1,61.9,89.2,272.9,50.1,35.6,30861,0.01994,"42860, Seneca, SC"
42980,"Seymour, IN",770,6.4,0.9,-0.7,24.9,288.2,16.1,9.8,-33.3,32.9,1.2,15.2,-1.4,-4.8,134.8,23.0,85.8,3.9,111.5,57.4,-1.5,21638,0.03558,"42980, Seymour, IN"
44940,"Sumter, SC",765,-0.6,-3.8,-2.6,-10.1,232.1,1.9,-144.4,-60.6,16.3,29.3,25.6,9.7,-1.1,135.3,-154.1,116.9,69.4,393.4,79.7,32.4,39821,0.0192,"44940, Sumter, SC"
44980,"Sunbury, PA",2139,5.7,37.5,9.6,128.5,241.9,55.5,97.9,41.5,21.2,39.1,6.7,-35.3,30.2,181.1,87.6,385.3,115.5,482.2,165.5,42.0,39880,0.05364,"44980, Sunbury, PA"
45180,"Talladega-Sylacauga, AL",1155,8.0,16.7,-0.7,146.2,205.3,22.0,-57.8,-31.3,14.7,18.3,27.4,-3.7,12.8,95.1,251.1,202.0,39.1,100.7,68.9,19.9,38779,0.02978,"45180, Talladega-Sylacauga, AL"
45500,"Texarkana, TX-AR",889,18.2,58.1,-2.5,127.6,95.1,6.0,-33.8,-83.0,32.2,-26.1,16.4,-40.7,12.3,1.8,-142.0,346.9,71.9,299.0,84.4,47.1,55965,0.01588,"45500, Texarkana, TX-AR"
10760,"Alexander City, AL",537,9.0,2.2,-0.4,58.5,91.1,8.8,-15.6,4.2,1.0,3.9,5.9,-2.8,7.4,50.7,111.9,100.2,14.6,41.2,30.6,14.9,17836,0.03013,"10760, Alexander City, AL"
14620,"Bradford, PA",1097,7.3,68.2,3.0,50.8,211.0,24.4,36.6,18.1,15.6,16.2,1.6,-11.0,7.4,56.7,42.8,186.1,48.4,214.8,78.6,19.8,16884,0.06495,"14620, Bradford, PA"
15020,"Brookhaven, MS",129,16.1,33.8,-2.9,0.7,25.4,-2.9,-6.0,-63.6,20.0,13.1,7.8,-9.9,2.8,-8.3,-102.5,117.7,8.2,59.5,4.2,15.3,13882,0.00927,"15020, Brookhaven, MS"
17660,"Coeur d'Alene, ID",-2066,-10.7,-33.7,-18.1,-422.5,85.1,-82.7,-507.0,-49.3,59.3,-294.7,-97.7,-138.6,-0.7,180.3,-262.0,-270.1,-58.6,-191.9,97.4,-50.2,67376,-0.03067,"17660, Coeur d'Alene, ID"
18060,"Columbus, MS",276,4.4,9.4,-3.8,0.9,126.1,-1.1,16.0,-64.8,39.8,8.3,21.0,-16.6,0.0,-23.9,-146.8,173.1,16.0,97.6,7.9,12.1,23088,0.01194,"18060, Columbus, MS"
18860,"Crescent City, CA",676,7.1,0.5,0.8,13.3,15.5,3.5,40.4,-5.2,15.1,2.1,8.9,0.7,1.7,11.0,86.0,1.4,73.2,218.0,38.9,143.1,9729,0.0695,"18860, Crescent City, CA"
18980,"Cullman, AL",759,5.3,10.8,-0.3,158.6,-42.2,6.9,-26.0,6.1,30.0,28.9,13.0,-12.8,10.6,48.1,211.4,137.4,23.5,79.1,52.4,18.1,35374,0.02145,"18980, Cullman, AL"
20060,"Douglas, GA",220,5.0,-0.3,-0.3,7.7,74.8,5.9,-12.0,-32.2,6.9,3.4,7.3,-2.5,9.2,-29.0,-73.2,47.2,24.3,140.4,26.5,11.0,16313,0.01348,"20060, Douglas, GA"
21460,"Enterprise, AL",518,7.0,2.9,-0.3,49.1,74.8,9.7,-23.2,8.4,3.4,3.1,8.5,-1.4,6.6,38.0,132.8,86.3,9.0,74.1,28.2,1.5,18628,0.02783,"21460, Enterprise, AL"
22840,"Fort Payne, AL",646,4.6,1.9,-0.5,76.7,157.0,20.5,-13.7,-39.3,2.9,9.9,9.7,-6.9,5.2,38.9,159.3,106.4,13.7,52.3,31.5,15.5,26244,0.0246,"22840, Fort Payne, AL"
22860,"Fort Polk South, LA",940,10.0,41.2,4.7,240.9,69.9,17.1,5.9,44.2,48.4,18.6,33.8,-26.9,8.5,47.3,5.6,58.7,40.3,218.1,38.6,15.3,15679,0.05996,"22860, Fort Polk South, LA"
24900,"Greenwood, MS",134,12.2,1.9,-3.0,0.5,40.4,-0.9,-30.0,-37.2,19.4,2.5,13.1,-4.2,2.0,-7.6,-106.7,155.0,11.6,38.7,5.7,20.9,14685,0.00915,"24900, Greenwood, MS"
26660,"Huntsville, TX",600,12.9,110.0,-2.6,125.7,89.0,-2.4,-35.2,-25.2,0.6,-13.2,3.4,-54.8,5.3,-12.3,37.3,111.9,62.5,76.5,68.4,42.2,27421,0.02188,"26660, Huntsville, TX"
26820,"Idaho Falls, ID",-2249,-0.8,-6.7,-10.2,-344.9,-120.6,-130.4,-366.1,-103.9,26.1,-157.7,-53.4,-472.9,-17.1,185.8,-308.6,-224.2,-24.0,-165.9,87.9,-41.3,64321,-0.03496,"26820, Idaho Falls, ID"
27380,"Jacksonville, TX",448,9.9,134.1,-2.7,84.9,90.8,-12.8,-25.0,-43.3,14.1,-12.4,5.3,-30.2,0.0,-4.7,4.5,101.1,26.1,67.2,34.6,7.0,19955,0.02247,"27380, Jacksonville, TX"
31260,"Lufkin, TX",865,15.9,124.8,-2.8,143.2,137.9,0.5,7.8,-66.9,40.2,-15.3,8.4,-49.1,14.6,19.5,37.0,211.6,42.7,118.1,67.1,9.8,34172,0.02532,"31260, Lufkin, TX"
31580,"Madisonville, KY",785,4.5,143.9,-0.6,-11.1,112.7,12.4,-54.8,-10.9,14.5,-6.3,9.5,-1.3,2.5,75.6,38.7,155.0,-2.2,218.3,42.8,41.4,18824,0.04168,"31580, Madisonville, KY"
32460,"Mayfield, KY",498,2.5,7.7,-0.7,-10.9,45.2,11.7,-2.2,-9.8,26.4,-2.9,4.7,-6.2,3.9,51.4,42.0,79.2,-1.5,200.4,34.4,22.4,14460,0.03442,"32460, Mayfield, KY"
32620,"McComb, MS",279,18.6,50.4,-3.1,0.9,60.1,-3.5,-8.6,-79.5,31.1,17.1,13.4,-12.5,5.1,-12.8,-111.9,173.8,12.3,99.4,5.1,23.7,20427,0.01367,"32620, McComb, MS"
33060,"Miami, OK",360,2.9,32.4,0.1,7.9,106.8,4.3,-11.8,5.1,9.2,12.2,8.0,3.3,12.2,48.4,-40.7,81.8,65.4,-6.7,8.8,10.6,12903,0.02793,"33060, Miami, OK"
34860,"Nacogdoches, TX",588,18.2,81.1,-2.2,92.8,108.2,0.3,5.1,-34.0,18.9,-11.0,5.5,-29.8,4.4,14.1,35.7,114.3,30.1,81.8,48.2,6.6,23580,0.02496,"34860, Nacogdoches, TX"
35020,"Natchez, MS-LA",569,11.0,80.2,0.9,53.3,40.7,13.5,-4.9,-17.1,35.4,22.5,15.6,-10.7,6.2,6.5,-77.3,148.5,47.0,135.6,16.0,46.4,18088,0.03147,"35020, Natchez, MS-LA"
35060,"Natchitoches, LA",927,10.6,53.0,4.8,107.6,185.4,18.2,-2.2,31.5,33.5,23.9,23.7,-7.7,4.2,48.1,10.1,94.8,37.0,199.3,18.9,32.7,14481,0.06405,"35060, Natchitoches, LA"
35140,"Newberry, SC",387,-5.5,-1.5,-3.9,-4.6,193.0,5.4,-42.6,-26.6,2.9,7.7,12.7,-0.3,-0.3,42.7,-66.5,61.8,27.3,133.2,18.0,34.5,17660,0.02194,"35140, Newberry, SC"
42820,"Selma, AL",460,5.2,5.9,-0.3,41.7,58.7,0.6,22.8,-4.7,9.1,3.4,4.4,-5.1,3.4,20.6,108.8,76.6,8.1,49.0,40.5,11.1,13902,0.03307,"42820, Selma, AL"
43940,"Spearfish, SD",109,-0.4,-24.6,0.1,-42.2,-0.8,2.3,-12.6,7.6,20.6,6.4,3.4,0.4,-0.1,-6.2,-82.3,31.0,32.2,188.6,-9.9,-4.8,11426,0.00952,"43940, Spearfish, SD"
44260,"Starkville, MS",67,2.9,14.2,-2.1,0.4,67.4,-0.6,9.5,-22.1,30.1,5.3,15.1,-14.4,0.0,-16.8,-256.4,115.3,16.3,87.4,4.6,11.1,17824,0.00377,"44260, Starkville, MS"
45000,"Susanville, CA",504,5.0,0.4,2.4,11.9,7.8,3.9,26.4,-5.4,12.7,2.3,5.6,0.5,1.6,8.1,54.7,0.9,21.6,151.2,47.3,144.7,7475,0.06739,"45000, Susanville, CA"
46980,"Vicksburg, MS",359,5.4,14.1,-11.2,0.6,54.8,-1.6,35.6,-37.9,16.3,14.9,11.8,-23.8,3.6,-18.1,-117.7,169.1,33.4,178.6,1.9,28.7,20745,0.01729,"46980, Vicksburg, MS"
47920,"Washington Court House, OH",450,2.2,1.5,0.4,16.4,137.8,12.4,-2.7,-32.9,10.6,2.1,3.1,8.4,2.4,28.3,17.3,76.4,14.6,102.9,29.2,19.5,11394,0.03949,"47920, Washington Court House, OH"
48180,"Waycross, GA",316,4.4,-0.4,-0.5,11.3,51.8,10.3,-17.9,-42.9,10.4,5.5,12.1,-3.4,8.4,-34.2,-104.8,67.1,36.1,226.6,50.0,26.1,21581,0.01464,"48180, Waycross, GA"
12100,"Atlantic City-Hammonton, NJ",11323,0.0,-0.5,31.2,613.4,129.9,153.4,654.3,119.2,53.5,-57.7,193.7,44.7,21.0,492.1,-161.6,1436.8,471.3,6140.6,738.1,249.6,123441,0.09173,"12100, Atlantic City-Hammonton, NJ"
27980,"Kahului-Wailuku-Lahaina, HI",16492,0.0,-3.1,143.6,-99.3,246.3,444.7,2110.3,1528.2,413.2,-5.7,553.1,62.4,49.8,879.1,210.0,438.3,1209.5,7285.8,939.1,87.1,90327,0.18259,"27980, Kahului-Wailuku-Lahaina, HI"
35300,"New Haven-Milford, CT",22345,0.0,16.3,40.8,733.1,2348.3,622.6,2555.9,-545.7,1001.7,485.6,614.3,557.7,111.8,1157.3,-64.5,5340.2,1381.7,4245.6,1354.5,387.3,403507,0.05538,"35300, New Haven-Milford, CT"
39900,"Reno, NV",10942,0.0,-46.9,-49.9,1026.4,-444.3,-376.5,-333.4,-2388.0,449.7,-81.8,370.3,-181.2,303.4,998.4,1100.4,1010.6,1354.5,7720.4,254.8,255.2,225808,0.04846,"39900, Reno, NV"
41620,"Salt Lake City, UT",-14316,0.0,128.3,-123.0,-2390.7,-3413.1,-1116.9,-3314.3,-1588.7,575.2,-3307.2,260.0,-3980.7,-767.6,-945.3,5665.0,-2472.9,-945.8,2398.4,426.9,596.0,598963,-0.0239,"41620, Salt Lake City, UT"
48620,"Wichita, KS",13968,0.0,126.5,-4.7,-119.3,6408.7,86.5,494.5,-271.4,422.4,207.5,398.2,-90.8,252.7,732.1,331.7,1641.2,1312.2,1617.9,354.1,68.1,293932,0.04752,"48620, Wichita, KS"
29820,"Las Vegas-Henderson-Paradise, NV",93822,0.0,-71.2,-177.9,3551.2,-513.8,-890.0,-749.8,-2777.4,2585.8,-485.8,1902.2,-404.6,2223.8,6920.5,3713.4,3990.8,4928.8,68435.2,1017.2,623.5,974287,0.0963,"29820, Las Vegas-Henderson-Paradise, NV"
41740,"San Diego-Chula Vista-Carlsbad, CA",99857,0.0,65.8,98.0,3221.1,3392.2,1836.7,7611.3,-213.7,2583.0,597.7,2267.7,362.9,1233.1,5396.8,14495.0,589.0,11279.6,32862.9,10511.6,1666.3,1448343,0.06895,"41740, San Diego-Chula Vista-Carlsbad, CA"
41940,"San Jose-Sunnyvale-Santa Clara, CA",48015,0.0,51.9,60.5,1744.5,1470.5,1061.0,3931.7,-210.1,-1134.4,241.3,1128.0,779.8,875.5,3084.8,7658.7,418.6,5095.4,14752.8,5676.4,1328.3,972187,0.04939,"41940, San Jose-Sunnyvale-Santa Clara, CA"
46520,"Urban Honolulu, HI",58501,0.0,-12.8,760.8,-449.9,1544.3,2569.9,8735.0,6957.9,2926.8,-120.2,1677.9,544.0,666.0,4431.9,1430.0,2288.0,2934.1,16983.3,4302.6,331.7,376556,0.15536,"46520, Urban Honolulu, HI"
11060,"Altus, OK",213,0.0,94.9,0.4,5.1,16.9,5.3,-10.6,1.5,11.6,11.2,6.3,4.4,7.7,24.6,-40.9,61.0,7.0,0.0,3.7,3.0,8675,0.02455,"11060, Altus, OK"
11860,"Atchison, KS",228,0.0,1.7,-0.3,-3.3,73.7,-0.8,1.7,-10.3,5.9,10.5,7.2,-4.3,4.0,7.8,15.5,43.8,19.7,41.9,11.6,1.6,7409,0.03074,"11860, Atchison, KS"
13100,"Beatrice, NE",78,0.0,-0.4,0.0,3.6,-50.9,1.5,-10.8,5.9,12.1,18.2,1.8,-12.3,-1.4,20.0,-48.8,45.8,17.1,44.9,16.9,15.3,11726,0.00669,"13100, Beatrice, NE"
14180,"Blytheville, AR",-29,0.0,-0.5,0.5,0.3,-68.9,10.6,-22.7,5.5,7.7,-5.0,11.4,-2.1,0.7,-43.5,-111.5,79.0,7.3,80.3,-2.1,23.8,16296,-0.00179,"14180, Blytheville, AR"
14820,"Brevard, NC",293,0.0,-0.6,-0.5,-3.4,33.4,-0.2,-5.0,-17.6,-1.5,-2.4,2.3,-30.4,3.7,9.3,56.0,88.7,25.0,84.2,31.0,20.8,11736,0.02497,"14820, Brevard, NC"
18100,"Columbus, NE",1,0.0,-1.4,0.4,5.2,-120.7,5.9,-18.0,3.7,6.6,18.8,4.0,-16.2,-1.0,25.0,-57.6,17.8,17.8,71.0,25.6,14.1,17238,5e-05,"18100, Columbus, NE"
19540,"Decatur, IN",444,0.0,1.3,-0.1,16.4,89.8,6.3,-11.0,-18.7,37.6,5.6,14.5,-3.2,-2.7,78.0,16.4,87.5,1.7,71.1,53.6,-0.1,15382,0.02885,"19540, Decatur, IN"
19980,"Dodge City, KS",259,0.0,8.3,-0.7,-3.9,-36.1,5.6,4.2,-21.2,18.9,9.0,5.1,-1.6,3.5,9.6,10.0,67.8,74.3,91.9,9.1,5.0,15370,0.01683,"19980, Dodge City, KS"
20540,"Dyersburg, TN",260,0.0,0.1,-0.3,26.0,57.2,6.6,-7.8,-33.6,9.2,2.9,7.1,-22.5,2.1,2.2,28.6,96.5,14.5,96.5,4.4,-30.2,14935,0.01738,"20540, Dyersburg, TN"
23140,"Frankfort, IN",386,0.0,0.5,0.0,17.0,97.6,9.7,-12.5,-40.2,20.3,2.3,10.9,-8.2,-1.7,91.7,21.2,57.8,2.0,71.5,45.6,0.2,13968,0.02761,"23140, Frankfort, IN"
23240,"Fredericksburg, TX",300,0.0,26.5,-2.4,63.3,34.3,-1.7,5.4,-12.8,5.6,-9.0,0.4,-24.3,2.2,-1.1,8.4,64.4,34.9,76.5,26.3,2.8,10958,0.02734,"23240, Fredericksburg, TX"
23340,"Fremont, NE",72,0.0,-1.3,0.2,5.7,-92.8,10.9,22.0,17.5,11.3,22.0,2.6,-13.4,-2.5,36.6,-73.9,14.1,20.0,48.4,31.6,13.0,18765,0.00383,"23340, Fremont, NE"
25580,"Hastings, NE",175,0.0,-0.6,0.5,4.9,-23.9,3.8,21.4,11.1,13.0,19.3,2.1,-13.2,-2.0,26.7,-58.0,25.9,16.9,86.4,28.4,12.4,14953,0.01171,"25580, Hastings, NE"
25700,"Hays, KS",421,0.0,64.9,-0.1,-4.3,57.5,-4.4,-6.0,-18.1,21.8,15.5,15.8,-2.6,15.2,7.7,20.5,99.2,40.9,78.3,13.5,5.3,13248,0.03175,"25700, Hays, KS"
26700,"Huron, SD",6,0.0,-5.6,0.0,-21.8,-14.3,-0.4,-27.6,2.6,23.5,19.0,-0.5,-3.8,-0.3,-1.5,-52.4,46.3,7.7,45.7,-11.4,1.0,9303,0.00066,"26700, Huron, SD"
28380,"Kennett, MO",210,0.0,-0.9,1.6,3.0,44.5,11.5,6.2,-18.1,9.8,16.1,32.6,-3.1,6.6,-0.3,-74.3,78.2,11.6,59.1,10.2,15.7,11571,0.01815,"28380, Kennett, MO"
